field_id,centroid_lat,centroid_lon,area_sqm,source_cell,ndvi_apr,ndvi_may,ndvi_june,ndvi_apr_june_change,ndre_apr,ndre_may,ndre_june,ndwi_apr,ndwi_may,ndwi_june,ndyi_apr,ndyi_may,ndyi_june,valid_pixel_fraction,baseline_rule_pass,sunflower_candidate_score,candidate_tier,training_label,label_method,label_provenance,real_pu_spent
7JXRWWPV+H9P3,29.936471,76.943448,3189.9287,390e43bc,0.7270207648475966,0.7544639364878338,0.5067217497362031,0.2202990151113935,0.5644521430134773,0.5691354423761369,0.32842176937394674,0.25045212983774645,0.27750216268002986,0.17626092636750804,0.2512308170708517,0.3470590704182784,0.20561305930217103,0.917,False,0.58,C,UNCERTAIN,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRWXJP+7946,29.930757,76.986037,9652.5151,390e431c,0.3434595321700757,0.30252482968348043,0.1827140711452202,0.16074546102485548,0.24575894399422318,0.21065054443768325,0.10461323777274306,0.0008642987676524328,-0.005982597368872823,0.006489228310504171,0.2160624448778889,0.1925921955503914,0.12890325050870696,1.0,False,0.4003,C,UNCERTAIN,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRXQPG+9P3H,29.985813,76.776884,4354.7603,390e3904,0.1365202913681666,0.0904459585213945,0.0772701372348127,0.0592501541333539,0.0729193656690537,0.044937028423217784,0.030157438102400024,-0.10579822981168353,-0.13840919002181007,-0.13574108173922886,0.16015395084543835,0.12465371333417437,0.10943258216693286,0.833,False,0.3115,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRXRV4+2PG7,29.992442,76.806781,3905.6166,390e388c,0.1514829338661262,0.09144498718281587,0.07352572502124878,0.07795720884487743,0.08275702608461004,0.04355472691601053,0.019658795520727936,-0.06540289665904961,-0.15127136558294296,-0.14890785184171465,0.18246188218749707,0.11405716494967538,0.10284271064613548,0.85,False,0.3299,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRXVMX+X39H,29.984854,76.897812,4050.4806,390e4694,0.17480484662311419,0.1193205495675405,0.09180391298991347,0.08300093363320071,0.09083910357384453,0.06792368934977622,0.0356947128498827,-0.09513851166481065,-0.14200263640710284,-0.09419376169523548,0.22191775164433888,0.16793460434391383,0.1176310816173634,0.75,False,0.3207,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRXWVX+MFHQ,29.994191,76.948759,3414.1171,390e4444,0.1462129078529499,0.13605475342935988,0.11008486262074224,0.03612804523220767,0.07531786511471082,0.06829728493887362,0.0546576913928018,-0.11260128319608392,-0.1140120020757119,-0.11975203466567176,0.1310125828280838,0.17301833455761276,0.12305265934103064,0.833,False,0.2866,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRXXPJ+VF3F,29.987135,76.981245,3483.0929,390e4494,0.2768183776901828,0.23907346288777065,0.19485152181651857,0.08196685587366423,0.15884390380233526,0.1356333050773376,0.09984871892784551,-0.03657750110141933,-0.09517462029018338,-0.12444855003721184,0.24812630998591578,0.14602947048842907,0.13145158426077277,0.683,False,0.288,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXVV2GF+5VVR,29.875438,77.024794,8176.2744,390e67f4,0.1645433448166365,0.13101704232394698,0.08094165415783962,0.08360169065879687,0.0949610159843273,0.07422399851216357,0.03064085304873833,-0.10013204187686953,-0.15235330406132908,-0.09085117597576409,0.17786613066813778,0.16592827627346632,0.13508032599375366,0.917,False,0.3453,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXVW2MF+2WXW,29.932705,77.025045,8448.9604,390e5cdc,0.14605600766989651,0.1225532849072194,0.07117374877439063,0.07488225889550588,0.07499771420748866,0.06535298300488872,0.029840433127864514,-0.128310035077893,-0.14599620196588187,-0.15625885727048727,0.19921165811164043,0.15846410097212207,0.09451187191670445,0.75,False,0.3247,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXVX2QG+Q7P3,29.989371,77.025762,5927.8695,390e5b44,0.453428610055535,0.6259521373996028,0.636254240701228,-0.18282563064569307,0.27856621325567915,0.3912132249386222,0.4475976300460322,0.040048646430174514,0.17681581117299006,0.2485276758670807,0.24863941070658185,0.35020274039771826,0.2006887133566686,0.75,False,0.3463,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R2QRF+H8HF,30.041381,76.773443,5090.1098,390e377c,0.14872388779703116,0.11678400756015131,0.08849425158566898,0.06022963621136218,0.07593470506577028,0.061144147407806784,0.03404155551995953,-0.11563942146797974,-0.11082864381993811,-0.07757638757013613,0.15729168429970744,0.13171799131669104,0.1285190136275358,0.767,False,0.3054,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R2RV4+VQMM,30.044586,76.807002,6047.0883,390e37f4,0.5986670665147285,0.30461033322508374,0.14682760203956927,0.4518394644751592,0.3563503930197348,0.13811418093031363,0.036203975263070176,0.19895643829589799,-0.028486909557666095,-0.11354319956252183,0.362893994239765,0.30041946035528944,0.1574963811568167,0.917,True,0.6397,A,SUNFLOWER_WEAK_POSITIVE_HIGH,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R2V36+45GJ,30.00276,76.86052,4535.1475,390e470c,0.15121681646754345,0.15583848987395563,0.09836092472283375,0.0528558917447097,0.07674294186290355,0.08143024277718117,0.04634665706867558,-0.1222615441462646,-0.13495600062112015,-0.17189616337418556,0.19012766098603606,0.21704059764742847,0.1031347265880969,0.75,False,0.3009,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R2WW4+GFJ6,30.046216,76.906235,6717.3048,390e461c,0.1314425314353271,0.12288906249133022,0.09952554634461801,0.0319169850907091,0.07041506181386384,0.06142047629515274,0.0506909698120911,-0.1139571868786306,-0.1685439614635525,-0.060194139001947464,0.17125935818661342,0.14497524814849552,0.10183230570207039,0.833,False,0.2857,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R2XXJ+V8VQ,30.049687,76.980876,3873.9526,390e4564,0.5361065872841412,0.6092568498932652,0.6762562016094172,-0.14014961432527606,0.31970149568385553,0.38126990929659865,0.47199678089883595,0.09240970325966676,0.1494753998549034,0.29570921703621184,0.31320198604630095,0.3528634089976549,0.25813393508670507,0.75,False,0.37,C,UNCERTAIN,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R3V54+H3R3,30.059032,76.855206,4021.04,390e4874,0.25863587619766354,0.193879787499706,0.2743048863182017,-0.015669010120538174,0.15955000902925218,0.1289191132056571,0.16418351699367054,-0.07001037511324126,-0.0712528466690509,0.06616185550907053,0.33681610214804847,0.11928499490022662,0.13480794717345324,0.85,False,0.2077,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R3X42+6CJP,30.055588,76.951084,3915.596,390e458c,0.16943560753549852,0.12190171371081045,0.0951653892203929,0.07427021831510562,0.09347043856091442,0.06657195026941953,0.041466499414546255,-0.07621241085940883,-0.15476181437926634,-0.142636411719852,0.2072361963135855,0.10662185396289542,0.10850959685113697,0.683,False,0.3061,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R4Q2G+P5FV,30.10174,76.775714,7880.3563,390e36f4,0.7637184491524328,0.6626312627624242,0.11782501823006153,0.6458934309223713,0.5056555932148908,0.43454427749682695,0.03395764887859397,0.2741740505155335,0.2545935861432018,-0.031782222333183605,0.3797783001493185,0.22767984852767909,0.1356255179987504,0.85,True,0.8707,A,SUNFLOWER_WEAK_POSITIVE_HIGH,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R4R56+MJMJ,30.109203,76.811569,504.5834,390e363c,0.18588792408506075,0.09805224416777492,0.08740353211760521,0.09848439196745554,0.10518046903113525,0.05042908829636872,0.041927591674417876,-0.07615607356031735,-0.0746350334957242,-0.06527358293533325,0.17794413367907205,0.12425994360819459,0.14180903881788254,0.767,False,0.3326,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
8J2R4V43+XQ9P,30.107467,76.854558,3777.7332,390e49bc,0.16701262337820869,0.11452948080287093,0.12546487545062388,0.04154774792758481,0.09523987137372532,0.06608376400323496,0.041126612623754354,-0.08666687189704843,-0.07165327693690501,0.04839448288493304,0.17673792914738728,0.13250097251009374,0.14138828727993225,0.85,False,0.2811,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRVQGH+5RR9,29.87548,76.779513,54.5669,390e3e34,0.29353925585746765,0.16333257108926774,0.1174725815653801,0.17606667429208755,0.12230689575274785,0.0658568549901247,0.07204860262572765,-0.07712675382693608,-0.10783481448888779,-0.08161282725632191,0.18301238616307577,0.17000677883625032,0.10669007524847984,0.917,False,0.4076,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRVQGH+87M6,29.875771,76.778312,2107.587,390e3e34,0.18113581291758096,0.14054020818036336,0.14246959135366175,0.03866622156391922,0.11425994279292913,0.10618717234733946,0.09031194714883056,-0.07109708074429551,-0.08592791271825821,-0.05559195595784471,0.14904297716342488,0.1478410145840966,0.11135970374855858,0.917,False,0.2825,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRVQFH+354J,29.872563,76.777954,4258.2303,390e3e34,0.17073958082538518,0.20246224403381347,0.13951100308137637,0.031228577744008806,0.10167411218086879,0.10295500992118227,0.08199054631404579,-0.09007711958191873,-0.060242533247340656,-0.06651648984552594,0.17289312701258394,0.18924864106811584,0.134770449794208,0.917,False,0.2902,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRVQGG+M8QH,29.876742,76.775953,7829.1236,390e3e34,0.15076255697816132,0.09971888803300404,0.10165308040034561,0.04910947657781571,0.08159473436951108,0.05661351791031414,0.04366943074204583,-0.10946961025160455,-0.1386289976625925,-0.10406101642902718,0.16986941528462232,0.16108135476353624,0.11774295076195686,0.917,False,0.3021,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
7JXRVQ99+XP5V,29.869829,76.769418,28023.632,390e3e34,0.17161315782891565,0.12449630733904427,0.0881752944613913,0.08343786336752435,0.09596135654388797,0.07089352224822212,0.041684966092886654,-0.09689806433398714,-0.12251562293643925,-0.12761247813726637,0.1811487302267445,0.15557990733209065,0.09495017449871554,0.917,False,0.3405,D,NON_SUNFLOWER_TEMPORAL_NEGATIVE,cofounder_green_to_brown_temporal_heuristic,"Weak label derived from the co-founder's Google Earth field observation (Delhi->Chandigarh drive, 2026-05-09, large sunflower areas in full bloom near Kurukshetra-Karnal) and her resulting Sentinel-2 temporal hypothesis (April green -> May flowering-period green -> June harvested/brown/ploughed). NOT independently confirmed sunflower ground truth. NOT derived from or cross-checked against AMED crop labels.",0.6933333539962768
